,Cod. Prod,Nome,Margem,Pr. Venda
2,f7029,PET 1500ML S/GAS PCTE C/6-EX01,50,3.5
3,f7031,PET 1500ML C/GAS PCTE C/6-EX01,50,3.5
4,f7032,PET 6 LT S/GAS-PCTE C/02-EX01,50,10.99
5,f99996,PET 10 LT S/GAS DESCARTÁVEL-EX01,50,15.50
0,f1524,PAO FORMA INTEGRAL PANCO,50,8.99
1,f4739,BISNAGUINHA PANCO,50,7.2
2,f7807,PANQUINHO MORANGO 70G,50,2.99
3,f10726,BOLO PANCO GOTAS DE CHOCOLATE 300G,50,8.5
4,f72720,PAO DE LEITE 500 GR PANCO,50,8.2
5,f72721,PAQUINHO DOCE DE LEITE 70 GR,50,2.99
6,f72725,BOLO ABACAXI 300 GR PANCO,50,7.99
7,f162902,PAO DE FORMA PREMIUM PANCO,50,7.5
8,f197324,PANQUINHO BAUNILHA,50,2.6
9,f197325,PANQUINHO CHOCOLATE C/BAUNILHA,50,2.99
10,f197326,PANQUINHO CHOCOLATE,50,2.99
11,f0306211,PAO INTEGRAL 15 GRAOS 380G,50,10.2
12,f0306212,PAO INTEGRAL CASTANHAS BRASILEIRAS 380G,50,10.2
13,f0306214,PAO DE MILHO PANCO 500G,50,8.99
14,f688529,PANQUINHO BRIGADEIRO,50,2.99
15,f2105211,PANCO BOLO 300G,50,7.99
16,f3006218,PAO PANCO INTEGRAL CASTANHA DO PA E LINHA,50,10.2
17,f2612211,BlBebezChoc 2/70,50,2.99
18,f2612212,BlBebeBrigadei70,50,2.99
19,f2612213,BlBebeBauGotas70,50,2.99
20,f2612214,BlBeChoReChoSu70,50,2.99
21,f2612216,BoloChocoboy 300,50,8.5
22,f2105212,BoloChocolate300,50,7.99
23,f2612218,BLFormigueiro300,50,8.5
24,f1201221,PIntAveia 100% 380G,50,10.2
25,f0202221,PIntgQuinoa 380,50,10.20
26,f72724,PIntegralZero380,50,10.20
27,f0202225,PIntgOmega3 380,50,10.20
28,f0202222,PIntAzeiteErvas380G,50,10.2
29,f0202223,PIntAustraliano380G,50,10.2
0,f3577,ALHO SELECIONADO - FD 12X100G,50,5.5
1,f1736,BICARBONATO DE SODIO - FD 12X40G,50,2.2
2,f1746,CANELA EM RAMA - FD 12X10G,50,3.99
3,f567,UVA PASSAS ESCURA SEM SEMENTE - CX 12X100G,50,4.99
4,f72555,AMEIXA SECA SEM CAROCO - CX 12X100G,50,10.5
5,f7801,UVA PASSAS BRANCA SEM SEMENTE - CX 12X100G,50,6.99
6,f2776,PIMENTA PRETA PO - TB 12X30G,50,3.99
7,f1401221,LEITE DE COCO RD - FD 24X200ML,50,4.5
8,f14108,MILHO PIPOCA SUPREMA - FD 12X500G,50,4.99
9,f1554,GRAO DE BICO - FD 12X500G,50,8.5
10,f96841,BICARBONATO DE SODIO - PCT 1KG,50,15.5
11,f5219,CHOCOLATE GRANULADO COLORIDO - FD 12X80G,50,3.2
12,f1728,ACUCAR BAUNILHA - FD 12X40G,50,2.99
13,f4972,CHIMICHURRI - FD 12X20G,50,3.2
14,f1734,OREGANO - FD 12X30G,50,5.2
15,f7802,OREGANO - FD 12X05G,50,2.2
16,f1939,CEBOLA ALHO SALSA - FD 12X20G,50,3.20
17,f418548125,CRAVO DA INDIA - FD 12X10G,50,3.20
18,f2401221,SALSINHA - PCT 1KG,50,41.99
19,f1510214,CHIMICHURRI - PCT 1KG,50,70.99
20,f1738,CAMOMILA EM FLOR - FD 12X05G,50,2.99
21,f3083,CAMOMILA EM FLOR - FD 12X30G,50,5.20
22,f1741,LOURO EM FOLHAS - FD 12X05G,50,2.20
23,f9001,MOLHO SHOYU - CX 12X150ML,50,4.20
0,f2731,SALAME ITALIANO FAT100G C/5UN CX30UN P/A PCT 5UN,50,13.5
1,f0002,QUEIJO MUSSARELA INT PC+-4KG CX+-24KG A PC+- 4KG,70,42.2
2,f0009,MORT BOLOGNA OURO PC 4KG CX 8KG P CX 8KG,84,34.5
3,f5187,LASANHA BOLONHESA UN 600G CX 6UN P/A UN 600G,50,12.99
4,f2707214,LASANHA CALABRESA UN 600G CX6UN P/A UN 600 G,50,12.99
5,f72346,LASANHA FGO C/BACON UN 600G CX6UN P/A UN 600G,50,12.99
6,f2313,LASANHA 4 QUEIJOS UN 600G CX 6UNP/A UN 600G,50,14.2
7,f7806,LASANHA BOLONHESA UN 600G CX 6UNP/A UN 600G,50,14.2
8,f3286,LASANHA FGO MOLHO SUGO UN 600G CX 6UNP/A UN 600G,50,14.2
9,f2311,SANDUICHE X-PICANHA 145G PC3UN CX18 P/A PCT 3UN,50,8.2
10,f3974,SANDUICHE X-FRANGO 145G PC3UN CX18 P/A PCT 3UN,50,8.2
11,f1108212,SANDUICHE X-CHEDDAR 145G PC3UN CX18 P/A PCT 3UN,50,8.2
12,f1108211,SANDUICHE X-BURGUER BBQ 145G PC3UNCX18PA PCT 3UN,50,8.2
13,f3972,SANDUICHE X-BACON 145G PC3UN CX18 P/A PCT 3UN,50,8.2
14,f1182,MARGARINA QUALY C/SAL UN 250G CX 24UN P CX 24UN,40,5.99
15,f7854,STEAK EMPANADO 100G CX 45UN P CX 45UN,50,2.5
16,f2360,STEAK EMPANADO 100G CX 45UN P CX 45UN,50,2.5
17,f2907211,BATATA CG 10MM PCT 400G CX 25UN P CX 25UN,50,7.20
18,f72685,APRESUNTADO FAT 150GR PCT5UN CX70UN PA PCT 5UN,50,4.99
19,f2345,PATE DE PRESUNTO 100G PCT5UN CX 25UN P/A PCT 5UN,50,4.99
20,f2234,FETTUCCINE BOLONHESA UN 350G CX12UN P/A UN 350G,50,10.5
21,f7254,MINI CHICKEN FRANGO 275G CX 15UN P/A UN 275G,50,11.2
22,f271219,MORT BOLOGNA OURO FAT PCT4X200G CX20UNPA PCT 4UN,50,9.99
23,f10132,QUEIJO MUSSARELA FAT 200GPCT4UN CX20UNPA PCT 4UN,50,10.99
24,f2619,PATE DE P.PERU 100G PCT 5UN CX25UN P/A PCT 5 UN,50,4.99
25,f0906211,PATE DE FRANGO 100G PCT 5UN CX 25UN P/A PCT 5UN,50,4.99
26,f4472,MARGARINA CLAYBOM C/SAL 250G CX 24UN P CX 24UN,50,3.99
27,f2059,MARGARINA QUALY C/SAL 500G CX 12UN P CX 12UN,50,10.99
28,f0925,"FGO FRANGO CARCACA 1.9KG CG CX15,2KGP CX15.2KG",50,17.99
29,f1033,"BACON PERNIL MANTA PC+-3,5KG CX +-14KG A PC +-3,5KG",50,27.2
30,f2934,MARGARINA CLAYBOM C/SAL 500G CX12UNP CX 12UN,50,6.99
31,f72392,BANHA BLD 850G CX12UN P/A BLD 850G,50,15.99
32,f1296,MINI CHICKEN FR C/QUEIJO 275G CX15UN P/A UN 275G,50,11.2
33,f0906212,MORT BOLOGNA TRAD FAT PCT3X200G CX21UNPA PCT 3UN,50,9.2
34,f7853,LASANHA PEITO PERU DEF UN600G CX 6UN P/A UN 600G,50,14.2
35,f7264,POLENTA PALITO PCT400G CX25UN P/A UN 400 G,50,4.5
36,f883,HAMB 56G CX 36UN / 2.016KG P CX 36UN,50,1.99
0,f996622,CHAMYTO GO 100 G IOGURTE LIQ MORANGO,40,3.2
1,f9933221,CHAMYTO GO 100 G IOGURTE LIQ VITAMINA DE FRUTAS (CX/24),40,2.99
2,f7212,CHAMYTO IOGURTE MOR+CER COLORIDO 130 G (CX/24),40,4.99
3,f117,CHAMYTO LEITE FERMENTADO BIG 720 G(CX/21),40,1.99
4,f092818,CHANDELLE CHOCOLATE 180 G (CX/24),40,5.99
5,f2800,NESTLE 170 G IOG NATURAL CENOURA E LARANJA (CX/28),40,3.2
6,f2799,NESTLE 170 G IOG NATURAL INTEGRAL,40,3.2
7,f7182,NESTLE GREGO 90 G FRUTAS VERMELHAS (CX/24),40,2.99
8,f1139,NESTLE IOGURTE MORANGO 170 G (CX/24),40,2.99
9,f72245,NESTLE IOGURTE MORANGO 900 G (CX/12),40,11.99
10,f7681,NESTLE GREGO 90 G TRADICIONAL (CX/24),40,2.99
11,f5566,NINHO 170 G MACA/BANANA IOG LIQ (CX/24),40,3.5
12,f7123,NINHO IOG POLPA 3 SABORES 540 G (CX/06),40,7.20
13,f2312214,FRIOLACK MANTEIGA C/SAL POTE 200 G,40,7.99
14,f7210,NAT ONE AMBIENTE LARANJA 2 LT,50,16.5
15,f6346,NESTLE GREGO 90 G TORTA DE LIMAO,40,2.99
16,f1521,CHAMYTO LEITE FERMENTADO 450 G (CX/21),40,1.2
0,f1208218,ESCOVA DE DENTE BCOMBIO MACIA ADULTO 12DZ,50,2.99
1,f03699,QUEIJO RAL GROSSO AR VERDE FT 5X40GR CX25UN,50,4.50
2,f72562,QUEIJO RALADO FINO PARMARELA FT 5X40GR CX 25UN,50,4.20
0,f10111,BEBIDA LACTEA FERM. MORANGO 900GR,40,5.2
1,f38265,MANTEIGA EXTRA C/SAL TIROL 200G,40,10.99
2,f10112,NATA TIROL PT 300G,40,10.5
3,f1523,QUEIJO MUSSARELA FATIADO 150 GR ATM,40,8.99
4,f392652,QUEIJO PRATO FATIADO 150GR ATM,40,8.99
5,f659832,DOCE DE LEITE 350 GR,50,7.99
6,f6994,BEBIDA LACT. GARRAFA COCO 830GR,40,7.99
7,f6533,BEBIDA LACT. GARRAFA MORANGO 830GR,40,7.99
8,f6974,BEBIDA LACT. GARRAFA FRUTAS E CEREAIS 830GR,40,7.99
9,f9030,REQUEIJAO CREMOSO COPO PLASTICO 180GR,40,6.99
10,f392817,LEITE UHT DESNATADO TIROL C/ TAMPA ROSCA 1000ML,10,5.99
11,f10119,LEITE UHT INTEGRAL TIROL C/ TAMPA ROSCA 1000ML,30,5.2
12,f252525,CREME DE LEITE UHT HOMOGENIZADO 200G,50,4.5
13,f392829,MANTEIGA EXTRA S/SAL TIROL 200G,40,10.99
14,f6972,BEBIDA GAR. MORANGO 170 GR,40,2.5
15,f7051,BEBIDA GAR. COCO 170GR,40,2.5
16,f6971,BEBIDA GAR. FRUTAS/CEREAIS 170GR,40,2.5
17,f6991,QUEIJO MUSSARELA FATIADO 400G ATM,40,22.2
18,f7242,QUEIJO PRATO FATIADO 400G ATM,40,22.2
19,f7049,LEITE CONDENSADO 395 GR,50,6.99
20,f6967,LEITE UHT PREM.SEMI DES.C/ ZERO LACTOSE 1000ML,40,5.5
21,f369989,BEBIDA LACTEA FERM. COCO 900GR,40,5.2
22,f020301,BEBIDA LACTEA FERM. FRUTAS/CEREAIS 900GR,40,5.2
23,f0002,QUEIJO MUSSARELA F-4 TIROL L.C,70,44.2
24,f6534,QUEIJO PARMESAO RALADO FINO TIROL 40G,50,4.99
25,f6536,QUEIJO PARMESAO RALADO GROSSO EM TIRAS TIROL 40G,50,4.99
26,f6503,BEBIDA LAC. UHT CHOCOLATE 200ML,50,1.99
27,f1002221,PEPPERONI FAT 100G CX35 JCW,40,4.2
0,f101516,"099 1175 ATUM GDC SOLIDO NATURAL.....1X170GR %AGR:  00,0000 BASE ST: *********16,14 VALOR ST: **********2,91",50,13.5
1,f72542,001 DESINF LYSOFORM BRUTO SUAVE(0180)1X500ML SCJ,50,6.99
2,f812214,003 GLADE AUTOMATIC RF LEMBRA INF....1X269ML SCJ,50,35.99
3,f5415,001 RAID MULTI BASE AGUA.............1X420ML SC,50,13.99
4,f4130,"099 M MS CHOCOLATE AO LEITE........1X18X45GR %AGR:  00,0000 BASE ST: *********24,40 VALOR ST: **********4,39",50,4.2
5,f2636,001 BAYGON ACAO TOTAL...............01X360ML SC,50,12.99
6,f812215,001 DAMASCO SECO TURCO LA VIOLETERA.01X170GR LA,50,18.99
7,f2180,001 SUCO MAGUARY PET MARACUJA.......12X500ML EBBA,50,8.99
8,f2317,022 7102 CHA LEAO FUZE CAPIM CIDRE.01X10 SAQ LEAO,50,3.99
9,f2707,"099 PEDIGREE DRY RACAS PEQUENAS...(9196).1X1 %AGR:  00,0000 BASE ST: *********33,87 VALOR ST: **********6,10",50,29.2
10,f0608215,000 BISC TEENS SNACK CHOCOLATE.........01X80 MARILAN,50,4.2
11,f72540,000 WAFFER MARILAN BRIGADEIRO..........01X80 MARILAN,50,2.2
12,f6197,"099 MOLHO PARMEGIANA QUERO SACHE(2688)01X340 %AGR:  00,0000 BASE ST: **********6,54 VALOR ST: **********1,18",50,2.99
13,f646,"099 MOLHO MANJERICAO QUERO SACHE(7171)01X340 %AGR:  00,0000 BASE ST: **********6,54 VALOR ST: **********1,18",50,2.99
14,f220908,"099 MOLHO PIZZA QUERO SACHE(7188).....01X340 %AGR:  00,0000 BASE ST: **********6,54 VALOR ST: **********1,18",50,2.99
15,f4967,001 FEIJAO CARIOCA QUERO.(1605).......01X340 HEINZ,50,6.99
16,f4152,001 FEIJAO PRETO QUERO.(1551).........01X340 HEINZ,50,6.99
17,f2906216,000 PETISCO PIT STOP CEB SALSA MARILAN..1X80 MARILAN,50,3.5
18,f3242,"099 WHISKAS DRY ADULTO CARNE...........1X500 %AGR:  00,0000 BASE ST: *********25,17 VALOR ST: **********4,53",50,21.99
19,f1440,"099 WHISKAS SACHE AD ATUM.............1X85GR %AGR:  00,0000 BASE ST: *********26,60 VALOR ST: **********4,79",50,3.5
20,f2312213,"099 WHISKAS SACHE AD CORDEIRO.........1X85GR %AGR:  00,0000 BASE ST: *********24,00 VALOR ST: **********4,32",50,3.99
21,f2016,001 7103 CHA LEAO FUZE CAMOMILA ...01X10 SAQ LEAO,50,3.99
22,f2019,001 7106 CHA LEAO FUZE ERVA DOCE...01X10 SAQ LEAO,50,3.99
23,f0109211,"099 KETCHUP HEINZ PICANTE..(3068).....01X397 %AGR:  69,9200 BASE ST: *********32,69 VALOR ST: **********3,58",50,12.99
24,f1205212,"099 KETCHUP BACON CEBOLA HEINZ.(0368).01X397 %AGR:  69,9200 BASE ST: *********35,61 VALOR ST: **********3,89",50,13.2
25,f1273,"099 KETCHUP HEINZ...(3708)............01X397 %AGR:  69,9200 BASE ST: *********67,83 VALOR ST: **********7,42",50,12.99
26,f72236,001 MILHO VERDE QUERO LATA............24X170 HEINZ,50,3.99
27,f642,"099 MOLHO TRADICIONAL QUERO SACHE1280)24X340 %AGR:  00,0000 BASE ST: *********72,54 VALOR ST: *********13,06",50,2.5
28,f7019,"099 MOLHO BOLONHESA QUERO SACHE(1289).24X340 %AGR:  00,0000 BASE ST: *********33,77 VALOR ST: **********6,08",50,3.5
29,f2357,"099 1171 ATUM GDC PEDACOS OLEO(1717).1X170GR %AGR:  00,0000 BASE ST: *********14,01 VALOR ST: **********2,52",50,11.99
30,f597,"099 1174 ATUM GDC RALADO OLEO(1748)..1X170GR %AGR:  00,0000 BASE ST: *********10,71 VALOR ST: **********1,93",50,8.99
31,f2698,"099 1177 ATUM GDC RALADO NATURAL.....1X170GR %AGR:  00,0000 BASE ST: *********10,71 VALOR ST: **********1,93",50,8.99
32,f72252,"099 1195 ATUM GDC RALADO C TOMATE....1X170GR %AGR:  00,0000 BASE ST: *********10,71 VALOR ST: **********1,93",50,8.99
33,f1901221,"099 1196 ATUM GDC RALADO C PIMENTA...1X170GR %AGR:  00,0000 BASE ST: *********10,71 VALOR ST: **********1,93",50,8.99
34,f899,"099 1173 ATUM GDC SOLIDO OLEO..(1731)1X170GR %AGR:  00,0000 BASE ST: *********16,14 VALOR ST: **********2,91",50,12.99
35,f7808,"099 GLADE SANY PED LAV 25PORC GTS(4241).1X01 %AGR:  00,0000 BASE ST: **********3,78 VALOR ST: **********0,68",50,3.2
36,f1810215,001 BALA GELATINA BANANA SWEET.......01X60GR HARIBO,50,3.99
37,f1810214,001 BALA GELATINA DENTINHOS..........01X60GR HARIBO,50,2.99
38,f2306214,001 BALA GELATINA URSINHOS OURO......01X60GR HARIBO,50,3.99
39,f7235,"099 WHISKAS SACHE AD CARNE............1X85GR %AGR:  00,0000 BASE ST: *********26,60 VALOR ST: **********4,79",50,3.99
40,f3702,000 PETISCO PIT STOP PASTEL CRNE MARIL..1X80 MARILAN,50,3.5
41,f6041,"099 MAIONESE HEINZ...(3182) FP........01X390 %AGR:  00,0000 BASE ST: *********19,83 VALOR ST: **********3,57",50,14.99
42,f1272,"099 MAIONESE HEINZ...(2949)FP.........01X400 %AGR:  00,0000 BASE ST: *********18,90 VALOR ST: **********3,40",50,14.99
43,f7015,"099 MOSTARDA HEINZ.....(3715).........01X255 %AGR:  00,0000 BASE ST: *********28,50 VALOR ST: **********5,13",50,11.99
44,f6197,"099 MOLHO PARMEGIANA QUERO SACHE(1281)24X340 %AGR:  00,0000 BASE ST: *********26,34 VALOR ST: **********4,74",50,2.99
45,f6049,"099 MOLHO NAPOLITANO QUERO SACHE.1286)24X340 %AGR:  00,0000 BASE ST: *********26,34 VALOR ST: **********4,74",50,2.99
46,f4967,001 FEIJAO CARIOCA QUERO..(650).......24X340 HEINZ,50,6.99
47,f1273,"099 KETCHUP HEINZ FP.....1092.........16X397 %AGR:  69,9200 BASE ST: ********135,81 VALOR ST: *********14,85",50,11.99
48,f3056,"099 M MS MINIS TUBO SEM PRECO.......1X12X30G %AGR:  00,0000 BASE ST: *********16,27 VALOR ST: **********2,93",50,3.99
49,f72650,"099 M MS CRISPY...................01X18X35GR %AGR:  00,0000 BASE ST: *********24,40 VALOR ST: **********4,39",50,4.2
50,f72248,000 TWIX ORIGINAL..................1X18X40GR MARS,50,2.99
51,f1910211,000 TWIX DARK.....................01X18X40GR MARS,50,2.99
52,f72230,"099 SNICKERS ORIGINAL.............01X20X45GR %AGR:  81,2800 BASE ST: *********38,08 VALOR ST: **********4,33",50,2.99
53,f2906,"099 WHISKAS DRY FILHOTE CARNE........1X500GR %AGR:  00,0000 BASE ST: *********26,64 VALOR ST: **********4,80",50,23.99
54,f2368,001 FILME PVC TRANSPARENTE...........25X15MT ROYAL,50,6.5
55,f6916,"099 MOLHO ERVAS FINAS QUERO SACHE(6060)1X340 %AGR:  00,0000 BASE ST: *********13,08 VALOR ST: **********2,35",50,2.99
56,f1602221,001 CHA GELADO MORANGO E LARANJA........1X10 LEAO,50,1.2
57,f2320,022 7104 CHA LEAO FUZE HORTELA(0170)1X10 SAQ LEAO,50,3.99
58,f1445,"099 PEDIGREE DRY FILHOTES RPEQ.(9486)1X900GR %AGR:  00,0000 BASE ST: *********33,57 VALOR ST: **********6,04",50,29.2
59,f72763,"099 WHISKAS SACHE CASTR CARNE.........1X85GR %AGR:  00,0000 BASE ST: *********26,60 VALOR ST: **********4,79",50,3.5
60,f6934,"099 MR MUSCULO L.COZINHA PROMO(SQUE)...1X500 %AGR:  00,0000 BASE ST: *********12,78 VALOR ST: **********2,30",50,10.99
0,f121930,VIGOR 80% 250G COM SAL,40,4.99
1,f833,VIGOR NATURAL TRADICIONAL 170G,40,3.5
2,f3497,VIGOR NATURAL LAR CEN MEL 170G,40,3.5
3,f6252,VIGOR REQUEIJAO CREMOSO 200G,40,7.99
4,f6367,VIGOR MIX BLACK WHITE MRG 165G,40,6.5
5,f2670,AVIACAO MANTEIGA TB C/SAL 200G,40,13.5
6,f830,VIGOR LEITE FERMENTADO 450G,40,1.2
7,f3394,VIGOR SOBREMESA CHOCOLATE 180G,40,4.99
8,f63589,VIGOR SOBREMESA CHOC BCO 180G,40,4.99
9,f837,VIGOR FLAN BAUNILHA 220G,40,4.99
10,f72785,VIGOR 800G LIQ MORANGO,40,11.99
11,f0701211,VIGOR NATURAL LAR CEN MEL 150G,40,3.2
12,f0701222,VIGOR NATURAL TRADICIONAL 150G,40,3.2
13,f6098,VIGOR MIX COLORBALL MRGO 165G,40,6.5
14,f2141,VIG BEBIDA DE MACA 200ML,50,2.99
15,f838,VIG BEBIDA DE UVA 200ML,50,2.99
16,f1484,VIG BEBIDA DE MORANGO 200ML,50,2.99
17,f1831,VIG BEBIDA DE LARANJA 200ML,50,2.99
18,f1328,AVIACAO MANTEIGA TB S/SAL 200G,40,13.5
19,f1483,VIG BEBIDA DE MARACUJA 200ML,50,2.99
20,f594,VIGOR RALADO PARMESAO 5X50G,50,6.50
0,f3056,CHOC MMS MINI TUBO 12X30G MMS,50,3.99
1,f3680,CHOC MMS AMENDOIM 18X45G,50,4.2
2,f72650,CHOC MMS CRISPY 18X35G,50,4.2
3,f72213,ACUCAR CRISTAL CARAVELAS 10X1KG,50,5.99
4,f7647,AGUA DE COCO KEROCOCO 27X200 ML,50,2.99
5,f6816,CR DENT SORRISO LIMPEZA COMPL L12P9 70G,50,2.99
6,f1636,AMAC ROUPA CONC DOWNY BRISA VERAO 12X500,50,11.99
7,f1384,FILTRO PAPEL 3CORACOES 103 C/30 40X1,50,4.5
8,f1374,ADOC LIQ ZEROCAL CICLA 12X100,50,5.99
9,f72632,CAFE VACUO TRADICIONAL 3CORACOES 20X500G,50,20.99
10,f427,DESINF PINHO SOL ORIGINAL 12X500ML,50,5.99
11,f4188,DESINF PINHO SOL LAVANDA 12X500ML,50,5.99
12,f1614,CAFE VACUO TRADICIONAL MELITTA 20X500G,50,22.99
